DO,RTD,EC,PH,ORP
DO: 3.35,RTD: 23.75,EC: 430.70,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.60,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.70,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.80,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.60
DO: 3.59,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.70,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.30,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.74,EC: 430.30,PH: 4.31,ORP: -154.40
DO: 3.59,RTD: 23.75,EC: 430.60,PH: 4.32,ORP: -154.40
DO: 3.35,RTD: 23.75,EC: 430.70,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.60,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.80,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.90,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.80,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 431.00,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 431.00,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.80,PH: 4.32,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 430.90,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.90,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.75,EC: 431.10,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 431.10,PH: 4.31,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 431.10,PH: 4.32,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 431.00,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 431.00,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 431.10,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.75,EC: 431.40,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.75,EC: 431.40,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.75,EC: 431.10,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.75,EC: 431.30,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.75,EC: 431.20,PH: 4.32,ORP: -154.30
DO: 3.59,RTD: 23.75,EC: 431.30,PH: 4.31,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 431.40,PH: 4.32,ORP: -154.30
DO: 3.11,RTD: 23.74,EC: 431.40,PH: 4.31,ORP: -154.40
DO: 3.11,RTD: 23.74,EC: 431.20,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 431.30,PH: 4.31,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 431.60,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 431.40,PH: 4.32,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 431.50,PH: 4.31,ORP: -154.50
DO: 3.59,RTD: 23.74,EC: 431.60,PH: 4.32,ORP: -154.60
DO: 3.11,RTD: 23.74,EC: 431.70,PH: 4.32,ORP: -154.70
DO: 3.35,RTD: 23.74,EC: 431.60,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.74,EC: 431.60,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.74,EC: 431.40,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.74,EC: 431.60,PH: 4.32,ORP: -154.60
DO: 3.35,RTD: 23.74,EC: 431.90,PH: 4.31,ORP: -154.60
DO: 3.11,RTD: 23.74,EC: 431.90,PH: 4.32,ORP: -154.70
DO: 3.35,RTD: 23.73,EC: 431.90,PH: 4.32,ORP: -154.80
DO: 3.35,RTD: 23.73,EC: 431.80,PH: 4.32,ORP: -154.80
DO: 3.35,RTD: 23.73,EC: 431.90,PH: 4.32,ORP: -154.70
DO: 3.11,RTD: 23.73,EC: 431.60,PH: 4.32,ORP: -154.90
DO: 3.35,RTD: 23.73,EC: 431.70,PH: 4.32,ORP: -154.90
DO: 3.11,RTD: 23.73,EC: 431.30,PH: 4.31,ORP: -154.90
DO: 3.35,RTD: 23.73,EC: 431.80,PH: 4.32,ORP: -154.90
DO: 3.35,RTD: 23.73,EC: 431.90,PH: 4.32,ORP: -155.00
DO: 3.35,RTD: 23.73,EC: 431.70,PH: 4.32,ORP: -154.90
DO: 3.59,RTD: 23.73,EC: 431.70,PH: 4.32,ORP: -155.00
DO: 3.59,RTD: 23.73,EC: 431.80,PH: 4.32,ORP: -155.00
DO: 3.35,RTD: 23.73,EC: 432.00,PH: 4.32,ORP: -155.20
DO: 3.11,RTD: 23.73,EC: 432.00,PH: 4.32,ORP: -155.20
DO: 3.59,RTD: 23.73,EC: 431.80,PH: 4.32,ORP: -155.20
DO: 3.35,RTD: 23.73,EC: 431.80,PH: 4.32,ORP: -155.40
DO: 3.59,RTD: 23.73,EC: 432.30,PH: 4.32,ORP: -155.40
DO: 3.35,RTD: 23.72,EC: 432.30,PH: 4.32,ORP: -155.20
DO: 3.35,RTD: 23.72,EC: 432.60,PH: 4.32,ORP: -155.30
DO: 3.35,RTD: 23.72,EC: 432.00,PH: 4.32,ORP: -155.40
DO: 3.35,RTD: 23.72,EC: 431.90,PH: 4.32,ORP: -155.40
DO: 3.35,RTD: 23.72,EC: 431.90,PH: 4.32,ORP: -155.30
DO: 3.11,RTD: 23.72,EC: 432.00,PH: 4.32,ORP: -155.50
DO: 3.11,RTD: 23.72,EC: 432.20,PH: 4.32,ORP: -155.40
DO: 3.35,RTD: 23.72,EC: 432.40,PH: 4.32,ORP: -155.50
DO: 3.11,RTD: 23.72,EC: 432.10,PH: 4.32,ORP: -155.60
DO: 3.11,RTD: 23.72,EC: 432.20,PH: 4.32,ORP: -155.60
DO: 3.11,RTD: 23.72,EC: 432.30,PH: 4.32,ORP: -155.70
DO: 3.11,RTD: 23.71,EC: 432.20,PH: 4.32,ORP: -155.70
DO: 3.59,RTD: 23.71,EC: 432.30,PH: 4.32,ORP: -155.70
DO: 3.35,RTD: 23.71,EC: 432.20,PH: 4.32,ORP: -155.80
DO: 3.35,RTD: 23.71,EC: 432.00,PH: 4.32,ORP: -155.90
DO: 3.35,RTD: 23.71,EC: 432.20,PH: 4.32,ORP: -155.90
DO: 3.35,RTD: 23.71,EC: 432.30,PH: 4.32,ORP: -156.00
DO: 3.35,RTD: 23.71,EC: 432.50,PH: 4.32,ORP: -156.10
DO: 3.35,RTD: 23.71,EC: 432.20,PH: 4.32,ORP: -156.20
DO: 3.35,RTD: 23.71,EC: 432.00,PH: 4.32,ORP: -156.20
DO: 3.59,RTD: 23.71,EC: 432.30,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.71,EC: 432.60,PH: 4.32,ORP: -156.30
DO: 3.35,RTD: 23.70,EC: 432.40,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -156.30
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -156.50
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -156.50
DO: 3.11,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -156.60
DO: 3.35,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -156.50
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -156.50
DO: 3.35,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -156.60
DO: 3.11,RTD: 23.70,EC: 432.40,PH: 4.32,ORP: -156.50
DO: 3.59,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -156.70
DO: 3.35,RTD: 23.70,EC: 432.20,PH: 4.32,ORP: -156.70
DO: 3.35,RTD: 23.70,EC: 432.30,PH: 4.32,ORP: -156.90
DO: 3.11,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -156.80
DO: 3.11,RTD: 23.70,EC: 432.70,PH: 4.32,ORP: -156.90
DO: 3.11,RTD: 23.70,EC: 432.80,PH: 4.32,ORP: -157.00
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.00
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.20
DO: 3.11,RTD: 23.70,EC: 432.30,PH: 4.32,ORP: -157.20
DO: 3.35,RTD: 23.70,EC: 432.80,PH: 4.32,ORP: -157.20
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.40
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.40
DO: 3.35,RTD: 23.70,EC: 432.50,PH: 4.33,ORP: -157.60
DO: 3.11,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.50
DO: 3.35,RTD: 23.70,EC: 432.80,PH: 4.32,ORP: -157.60
DO: 3.35,RTD: 23.70,EC: 432.80,PH: 4.32,ORP: -157.70
DO: 3.11,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -157.70
DO: 3.35,RTD: 23.70,EC: 432.40,PH: 4.32,ORP: -157.80
DO: 3.35,RTD: 23.70,EC: 432.40,PH: 4.32,ORP: -157.70
DO: 2.87,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -157.90
DO: 3.35,RTD: 23.70,EC: 432.80,PH: 4.32,ORP: -158.00
DO: 3.11,RTD: 23.70,EC: 432.50,PH: 4.32,ORP: -158.10
DO: 3.59,RTD: 23.70,EC: 432.60,PH: 4.32,ORP: -158.00
DO: 3.35,RTD: 23.70,EC: 432.70,PH: 4.32,ORP: -158.00
DO: 3.59,RTD: 23.69,EC: 432.80,PH: 4.32,ORP: -158.00
DO: 3.35,RTD: 23.69,EC: 432.80,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 432.60,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 432.80,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 432.90,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 432.70,PH: 4.32,ORP: -158.30
DO: 3.35,RTD: 23.69,EC: 432.80,PH: 4.32,ORP: -158.40
DO: 3.35,RTD: 23.69,EC: 432.80,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 433.00,PH: 4.32,ORP: -158.40
DO: 3.35,RTD: 23.69,EC: 433.00,PH: 4.32,ORP: -158.60
DO: 3.59,RTD: 23.69,EC: 432.90,PH: 4.32,ORP: -158.20
DO: 3.35,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -158.60
DO: 3.35,RTD: 23.69,EC: 432.90,PH: 4.32,ORP: -158.70
DO: 3.35,RTD: 23.69,EC: 433.00,PH: 4.32,ORP: -158.60
DO: 3.35,RTD: 23.69,EC: 433.30,PH: 4.32,ORP: -158.70
DO: 3.35,RTD: 23.69,EC: 433.20,PH: 4.32,ORP: -158.90
DO: 3.59,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -158.90
DO: 3.35,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -159.00
DO: 3.59,RTD: 23.69,EC: 433.20,PH: 4.32,ORP: -159.00
DO: 3.35,RTD: 23.69,EC: 432.90,PH: 4.32,ORP: -159.10
DO: 3.59,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -159.00
DO: 3.59,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -159.20
DO: 3.35,RTD: 23.69,EC: 433.10,PH: 4.32,ORP: -159.30
DO: 3.35,RTD: 23.69,EC: 433.10,PH: 4.31,ORP: -159.40
DO: 3.59,RTD: 23.69,EC: 433.00,PH: 4.32,ORP: -159.40
DO: 3.59,RTD: 23.68,EC: 433.40,PH: 4.32,ORP: -159.60
DO: 3.35,RTD: 23.68,EC: 433.10,PH: 4.32,ORP: -159.60
DO: 3.35,RTD: 23.68,EC: 433.40,PH: 4.31,ORP: -159.70
DO: 3.35,RTD: 23.68,EC: 433.20,PH: 4.32,ORP: -159.70
DO: 3.35,RTD: 23.68,EC: 433.30,PH: 4.32,ORP: -159.90
DO: 3.59,RTD: 23.68,EC: 433.10,PH: 4.32,ORP: -159.80
DO: 3.35,RTD: 23.68,EC: 433.10,PH: 4.32,ORP: -159.90
DO: 3.35,RTD: 23.68,EC: 433.40,PH: 4.32,ORP: -160.00
DO: 3.35,RTD: 23.68,EC: 433.40,PH: 4.32,ORP: -159.90
DO: 3.35,RTD: 23.68,EC: 433.20,PH: 4.32,ORP: -160.00
DO: 3.35,RTD: 23.68,EC: 433.30,PH: 4.32,ORP: -160.10
DO: 3.59,RTD: 23.67,EC: 433.30,PH: 4.32,ORP: -160.20
DO: 3.59,RTD: 23.67,EC: 433.30,PH: 4.32,ORP: -160.20
DO: 3.35,RTD: 23.67,EC: 433.40,PH: 4.32,ORP: -160.30
DO: 3.35,RTD: 23.67,EC: 433.50,PH: 4.32,ORP: -160.30
DO: 3.59,RTD: 23.67,EC: 433.20,PH: 4.32,ORP: -160.30
DO: 3.35,RTD: 23.67,EC: 433.30,PH: 4.32,ORP: -160.40
DO: 3.35,RTD: 23.67,EC: 433.70,PH: 4.31,ORP: -160.40
DO: 3.59,RTD: 23.67,EC: 433.60,PH: 4.31,ORP: -160.50
DO: 3.59,RTD: 23.67,EC: 433.50,PH: 4.31,ORP: -160.50
DO: 3.35,RTD: 23.67,EC: 433.60,PH: 4.31,ORP: -160.50
DO: 3.35,RTD: 23.67,EC: 433.70,PH: 4.32,ORP: -160.50
DO: 3.83,RTD: 23.67,EC: 433.60,PH: 4.32,ORP: -160.50
DO: 3.83,RTD: 23.67,EC: 433.30,PH: 4.31,ORP: -160.70
DO: 3.59,RTD: 23.67,EC: 433.50,PH: 4.32,ORP: -160.70
DO: 3.59,RTD: 23.67,EC: 433.80,PH: 4.32,ORP: -160.70
DO: 3.59,RTD: 23.66,EC: 433.60,PH: 4.32,ORP: -161.10
DO: 3.59,RTD: 23.66,EC: 433.30,PH: 4.32,ORP: -161.10
DO: 3.59,RTD: 23.66,EC: 433.70,PH: 4.32,ORP: -161.00
DO: 3.35,RTD: 23.66,EC: 433.90,PH: 4.32,ORP: -161.00
DO: 3.59,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.20
DO: 3.59,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.20
DO: 3.35,RTD: 23.66,EC: 433.70,PH: 4.32,ORP: -161.20
DO: 3.59,RTD: 23.66,EC: 433.70,PH: 4.32,ORP: -161.20
DO: 3.35,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.00
DO: 3.59,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.20
DO: 3.35,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.20
DO: 3.59,RTD: 23.66,EC: 433.40,PH: 4.32,ORP: -161.10
DO: 3.59,RTD: 23.66,EC: 433.50,PH: 4.31,ORP: -161.30
DO: 3.35,RTD: 23.66,EC: 433.40,PH: 4.32,ORP: -161.30
DO: 3.35,RTD: 23.66,EC: 433.40,PH: 4.31,ORP: -161.30
DO: 3.35,RTD: 23.66,EC: 433.20,PH: 4.31,ORP: -161.40
DO: 3.35,RTD: 23.66,EC: 433.50,PH: 4.32,ORP: -161.50
DO: 3.59,RTD: 23.66,EC: 433.50,PH: 4.31,ORP: -161.40
DO: 3.59,RTD: 23.66,EC: 433.40,PH: 4.32,ORP: -161.50
DO: 3.59,RTD: 23.66,EC: 433.30,PH: 4.32,ORP: -161.60
DO: 3.59,RTD: 23.65,EC: 433.20,PH: 4.32,ORP: -161.70
DO: 3.83,RTD: 23.65,EC: 433.60,PH: 4.32,ORP: -161.60
DO: 3.59,RTD: 23.65,EC: 433.60,PH: 4.31,ORP: -161.60
DO: 3.59,RTD: 23.65,EC: 433.50,PH: 4.32,ORP: -161.80
DO: 3.59,RTD: 23.65,EC: 433.60,PH: 4.32,ORP: -161.70
DO: 3.59,RTD: 23.65,EC: 433.40,PH: 4.32,ORP: -161.70
DO: 3.59,RTD: 23.65,EC: 433.70,PH: 4.32,ORP: -161.90
DO: 3.59,RTD: 23.65,EC: 433.40,PH: 4.31,ORP: -161.90
DO: 3.35,RTD: 23.65,EC: 433.40,PH: 4.31,ORP: -161.90
DO: 3.35,RTD: 23.65,EC: 433.10,PH: 4.31,ORP: -162.10
DO: 3.35,RTD: 23.65,EC: 433.40,PH: 4.31,ORP: -162.00
DO: 3.83,RTD: 23.65,EC: 433.40,PH: 4.31,ORP: -162.10
DO: 3.59,RTD: 23.65,EC: 433.60,PH: 4.31,ORP: -162.10
DO: 3.35,RTD: 23.65,EC: 433.30,PH: 4.32,ORP: -162.20
DO: 3.59,RTD: 23.65,EC: 433.40,PH: 4.31,ORP: -162.30
DO: 3.59,RTD: 23.65,EC: 433.60,PH: 4.32,ORP: -162.20
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.32,ORP: -162.30
DO: 3.35,RTD: 23.65,EC: 433.70,PH: 4.31,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.30,PH: 4.32,ORP: -162.30
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.31,ORP: -162.30
DO: 3.35,RTD: 23.65,EC: 433.60,PH: 4.32,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.60,PH: 4.32,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.32,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.30,PH: 4.32,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.80,PH: 4.32,ORP: -162.50
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.31,ORP: -162.60
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.32,ORP: -162.60
DO: 3.11,RTD: 23.65,EC: 433.20,PH: 4.32,ORP: -162.70
DO: 3.35,RTD: 23.65,EC: 433.60,PH: 4.31,ORP: -162.80
DO: 3.35,RTD: 23.65,EC: 433.60,PH: 4.31,ORP: -162.90
DO: 3.11,RTD: 23.65,EC: 433.50,PH: 4.32,ORP: -162.90
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.31,ORP: -163.00
DO: 3.35,RTD: 23.65,EC: 433.50,PH: 4.31,ORP: -163.00
DO: 3.59,RTD: 23.64,EC: 433.90,PH: 4.31,ORP: -163.00
DO: 3.59,RTD: 23.64,EC: 433.80,PH: 4.31,ORP: -163.00
DO: 3.35,RTD: 23.64,EC: 433.30,PH: 4.32,ORP: -163.00
DO: 3.11,RTD: 23.64,EC: 433.80,PH: 4.32,ORP: -163.00
DO: 3.35,RTD: 23.64,EC: 433.70,PH: 4.32,ORP: -163.10
DO: 3.11,RTD: 23.64,EC: 433.90,PH: 4.32,ORP: -163.00
DO: 3.11,RTD: 23.64,EC: 433.70,PH: 4.31,ORP: -163.20
DO: 3.11,RTD: 23.64,EC: 433.90,PH: 4.31,ORP: -163.20
DO: 3.35,RTD: 23.64,EC: 433.90,PH: 4.32,ORP: -163.20
DO: 3.59,RTD: 23.63,EC: 433.70,PH: 4.32,ORP: -163.20
DO: 3.35,RTD: 23.64,EC: 433.80,PH: 4.31,ORP: -163.20
DO: 3.11,RTD: 23.64,EC: 433.70,PH: 4.31,ORP: -163.40
DO: 3.35,RTD: 23.64,EC: 433.90,PH: 4.31,ORP: -163.30
DO: 3.59,RTD: 23.64,EC: 433.60,PH: 4.31,ORP: -163.30
DO: 3.59,RTD: 23.64,EC: 433.70,PH: 4.31,ORP: -163.40
DO: 3.35,RTD: 23.64,EC: 433.90,PH: 4.31,ORP: -163.40
DO: 3.59,RTD: 23.64,EC: 434.00,PH: 4.31,ORP: -163.40
DO: 3.35,RTD: 23.64,EC: 433.80,PH: 4.31,ORP: -163.40
DO: 3.35,RTD: 23.64,EC: 433.70,PH: 4.32,ORP: -163.40
DO: 3.35,RTD: 23.64,EC: 433.80,PH: 4.31,ORP: -163.50
DO: 3.35,RTD: 23.64,EC: 434.10,PH: 4.31,ORP: -163.40
DO: 3.59,RTD: 23.63,EC: 433.70,PH: 4.31,ORP: -163.40
DO: 3.59,RTD: 23.64,EC: 434.00,PH: 4.31,ORP: -163.50
DO: 3.11,RTD: 23.63,EC: 434.00,PH: 4.31,ORP: -163.50
DO: 3.59,RTD: 23.63,EC: 433.80,PH: 4.31,ORP: -163.70
DO: 3.59,RTD: 23.63,EC: 434.00,PH: 4.31,ORP: -163.70
DO: 3.35,RTD: 23.63,EC: 434.00,PH: 4.31,ORP: -163.80
DO: 3.35,RTD: 23.63,EC: 433.70,PH: 4.31,ORP: -163.70
DO: 3.35,RTD: 23.63,EC: 433.90,PH: 4.31,ORP: -163.70
DO: 3.11,RTD: 23.63,EC: 434.00,PH: 4.31,ORP: -163.70
DO: 3.11,RTD: 23.63,EC: 433.60,PH: 4.31,ORP: -163.80
DO: 3.11,RTD: 23.63,EC: 433.70,PH: 4.31,ORP: -163.90
DO: 3.35,RTD: 23.63,EC: 434.10,PH: 4.31,ORP: -163.80
DO: 3.59,RTD: 23.63,EC: 433.90,PH: 4.31,ORP: -163.90
DO: 3.59,RTD: 23.63,EC: 433.70,PH: 4.31,ORP: -163.80
DO: 3.35,RTD: 23.63,EC: 434.00,PH: 4.31,ORP: -163.90
DO: 3.59,RTD: 23.63,EC: 433.80,PH: 4.31,ORP: -163.90
DO: 3.35,RTD: 23.63,EC: 433.80,PH: 4.32,ORP: -163.90
DO: 3.11,RTD: 23.63,EC: 433.90,PH: 4.31,ORP: -163.90
DO: 3.35,RTD: 23.63,EC: 433.90,PH: 4.31,ORP: -163.90
DO: 3.35,RTD: 23.63,EC: 433.80,PH: 4.31,ORP: -163.90
DO: 3.35,RTD: 23.63,EC: 434.20,PH: 4.31,ORP: -163.90
DO: 3.59,RTD: 23.62,EC: 433.80,PH: 4.31,ORP: -163.90
DO: 3.59,RTD: 23.62,EC: 434.10,PH: 4.31,ORP: -163.90
DO: 3.59,RTD: 23.62,EC: 434.10,PH: 4.31,ORP: -164.00
DO: 3.59,RTD: 23.62,EC: 434.10,PH: 4.31,ORP: -164.00
DO: 3.35,RTD: 23.62,EC: 433.80,PH: 4.31,ORP: -164.00
DO: 3.35,RTD: 23.62,EC: 434.20,PH: 4.31,ORP: -164.10
DO: 3.35,RTD: 23.62,EC: 434.10,PH: 4.31,ORP: -164.10
DO: 3.59,RTD: 23.62,EC: 434.50,PH: 4.31,ORP: -164.10
DO: 3.35,RTD: 23.62,EC: 434.00,PH: 4.31,ORP: -164.20
DO: 3.59,RTD: 23.62,EC: 434.20,PH: 4.31,ORP: -164.00
DO: 3.35,RTD: 23.62,EC: 434.10,PH: 4.31,ORP: -164.20
DO: 3.35,RTD: 23.62,EC: 434.30,PH: 4.31,ORP: -164.20
DO: 3.59,RTD: 23.62,EC: 433.70,PH: 4.31,ORP: -164.30
DO: 3.59,RTD: 23.62,EC: 433.90,PH: 4.31,ORP: -164.40
DO: 3.35,RTD: 23.62,EC: 434.30,PH: 4.31,ORP: -164.30
DO: 3.35,RTD: 23.62,EC: 433.80,PH: 4.31,ORP: -164.40
DO: 3.35,RTD: 23.62,EC: 434.00,PH: 4.31,ORP: -164.40
DO: 3.59,RTD: 23.63,EC: 432.00,PH: 4.30,ORP: -164.40
DO: 3.59,RTD: 23.63,EC: 431.30,PH: 4.31,ORP: -164.40
DO: 3.59,RTD: 23.63,EC: 431.50,PH: 4.30,ORP: -164.50
DO: 2.87,RTD: 22.93,EC: 421.40,PH: 4.53,ORP: -166.10
DO: 3.35,RTD: 23.08,EC: 421.60,PH: 4.51,ORP: -166.10
DO: 3.35,RTD: 23.08,EC: 421.50,PH: 4.50,ORP: -166.20
DO: 3.11,RTD: 23.09,EC: 418.20,PH: 4.50,ORP: -166.20
DO: 3.11,RTD: 23.10,EC: 419.60,PH: 4.49,ORP: -166.20
DO: 3.35,RTD: 23.11,EC: 418.50,PH: 4.49,ORP: -166.20
DO: 3.35,RTD: 23.13,EC: 418.00,PH: 4.49,ORP: -166.20
DO: 3.59,RTD: 23.15,EC: 417.50,PH: 4.48,ORP: -166.20
DO: 3.59,RTD: 23.16,EC: 418.30,PH: 4.48,ORP: -166.30
DO: 3.11,RTD: 23.18,EC: 418.00,PH: 4.47,ORP: -166.30
DO: 3.11,RTD: 23.19,EC: 417.00,PH: 4.48,ORP: -166.20
DO: 3.59,RTD: 23.21,EC: 416.70,PH: 4.47,ORP: -166.20
DO: 3.11,RTD: 23.22,EC: 416.90,PH: 4.47,ORP: -166.20
DO: 3.35,RTD: 23.23,EC: 416.10,PH: 4.47,ORP: -166.20
DO: 3.11,RTD: 23.25,EC: 414.80,PH: 4.46,ORP: -166.20
DO: 3.11,RTD: 23.26,EC: 415.60,PH: 4.46,ORP: -166.20
DO: 3.83,RTD: 23.27,EC: 415.70,PH: 4.47,ORP: -166.20
DO: 3.59,RTD: 23.27,EC: 415.50,PH: 4.47,ORP: -166.30
DO: 3.35,RTD: 23.28,EC: 415.50,PH: 4.46,ORP: -166.20
DO: 3.35,RTD: 23.29,EC: 415.10,PH: 4.46,ORP: -166.40
DO: 3.11,RTD: 23.30,EC: 415.20,PH: 4.46,ORP: -166.30
DO: 3.35,RTD: 23.30,EC: 415.30,PH: 4.45,ORP: -166.30
DO: 3.11,RTD: 23.31,EC: 415.40,PH: 4.45,ORP: -166.20
DO: 2.87,RTD: 23.32,EC: 415.20,PH: 4.46,ORP: -166.20
DO: 3.11,RTD: 23.33,EC: 413.20,PH: 4.45,ORP: -166.40
DO: 3.11,RTD: 23.33,EC: 414.90,PH: 4.44,ORP: -166.40
DO: 3.11,RTD: 23.34,EC: 414.80,PH: 4.45,ORP: -166.40
DO: 3.11,RTD: 23.34,EC: 414.70,PH: 4.45,ORP: -166.40
DO: 3.35,RTD: 23.35,EC: 414.50,PH: 4.44,ORP: -166.40
DO: 3.35,RTD: 23.35,EC: 414.30,PH: 4.45,ORP: -166.50
DO: 3.35,RTD: 23.36,EC: 414.50,PH: 4.45,ORP: -166.40
DO: 3.35,RTD: 23.36,EC: 414.50,PH: 4.44,ORP: -166.50
DO: 3.35,RTD: 23.36,EC: 414.40,PH: 4.45,ORP: -166.40
DO: 3.35,RTD: 23.36,EC: 414.30,PH: 4.44,ORP: -166.50
DO: 3.35,RTD: 23.36,EC: 414.80,PH: 4.44,ORP: -166.50
DO: 3.11,RTD: 23.37,EC: 414.20,PH: 4.44,ORP: -166.50
DO: 3.35,RTD: 23.37,EC: 414.90,PH: 4.43,ORP: -166.50
DO: 3.35,RTD: 23.38,EC: 415.00,PH: 4.43,ORP: -166.30
DO: 3.35,RTD: 23.38,EC: 416.10,PH: 4.43,ORP: -166.60
DO: 3.11,RTD: 23.39,EC: 416.00,PH: 4.44,ORP: -166.60
DO: 3.11,RTD: 23.39,EC: 415.90,PH: 4.43,ORP: -166.60
DO: 3.11,RTD: 23.39,EC: 415.70,PH: 4.43,ORP: -166.60
DO: 3.11,RTD: 23.40,EC: 415.30,PH: 4.43,ORP: -166.60
DO: 3.35,RTD: 23.40,EC: 415.10,PH: 4.43,ORP: -166.60
DO: 3.11,RTD: 23.40,EC: 414.70,PH: 4.43,ORP: -166.60
